,Unnamed: 0,index,image_fn,label_fn,group
332,332,1426,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/38077/m_3807703_sw_18_1_20140816.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/38077/m_3807703_sw_18_1_20140816.tif,cc6_ne
416,416,473,http://naipblobs.blob.core.windows.net/naip/v002/md/2017/md_100cm_2017/39076/m_3907621_sw_18_1_20170611.tif,https://landcover.blob.core.windows.net/chesapeake/v002/md/2017/md_100cm_2017/39076/m_3907621_sw_18_1_20170611.tif,cc6_ne
99,99,844,http://naipblobs.blob.core.windows.net/naip/v002/ny/2013/ny_100cm_2013/42077/m_4207728_sw_18_1_20130620.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2013/ny_100cm_2013/42077/m_4207728_sw_18_1_20130620.tif,cc6_ne
1162,1162,416,http://naipblobs.blob.core.windows.net/naip/v002/va/2016/va_100cm_2016/37076/m_3707638_se_18_1_20160723.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2016/va_100cm_2016/37076/m_3707638_se_18_1_20160723.tif,cc6_ne
402,402,614,http://naipblobs.blob.core.windows.net/naip/v002/wv/2016/wv_100cm_2016/39079/m_3907945_nw_17_1_20160905.tif,https://landcover.blob.core.windows.net/chesapeake/v002/wv/2016/wv_100cm_2016/39079/m_3907945_nw_17_1_20160905.tif,cc6_ne
1252,1252,1008,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/37079/m_3707902_ne_17_1_20141025.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/37079/m_3707902_ne_17_1_20141025.tif,cc6_ne
155,155,707,http://naipblobs.blob.core.windows.net/naip/v002/md/2017/md_100cm_2017/39077/m_3907735_nw_18_1_20170710.tif,https://landcover.blob.core.windows.net/chesapeake/v002/md/2017/md_100cm_2017/39077/m_3907735_nw_18_1_20170710.tif,cc6_ne
1029,1029,2093,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/39078/m_3907846_nw_17_1_20140816.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/39078/m_3907846_nw_17_1_20140816.tif,cc6_ne
119,119,34,http://naipblobs.blob.core.windows.net/naip/v002/md/2015/md_100cm_2015/38075/m_3807517_sw_18_1_20150815.tif,https://landcover.blob.core.windows.net/chesapeake/v002/md/2015/md_100cm_2015/38075/m_3807517_sw_18_1_20150815.tif,cc6_ne
568,568,898,http://naipblobs.blob.core.windows.net/naip/v002/md/2015/md_100cm_2015/39079/m_3907946_sw_17_1_20150716.tif,https://landcover.blob.core.windows.net/chesapeake/v002/md/2015/md_100cm_2015/39079/m_3907946_sw_17_1_20150716.tif,cc6_ne
203,203,991,http://naipblobs.blob.core.windows.net/naip/v002/ny/2013/ny_100cm_2013/42078/m_4207831_se_17_1_20130621.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2013/ny_100cm_2013/42078/m_4207831_se_17_1_20130621.tif,cc6_ne
93,93,370,http://naipblobs.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/42075/m_4207533_se_18_1_20170925.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2017/ny_100cm_2017/42075/m_4207533_se_18_1_20170925.tif,cc6_ne
289,289,1,http://naipblobs.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/41074/m_4107401_nw_18_1_20171004.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2017/ny_100cm_2017/41074/m_4107401_nw_18_1_20171004.tif,cc6_ne
304,304,832,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/37078/m_3707822_ne_17_1_20140827.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/37078/m_3707822_ne_17_1_20140827.tif,cc6_ne
497,497,469,http://naipblobs.blob.core.windows.net/naip/v002/md/2015/md_100cm_2015/39076/m_3907620_sw_18_1_20150724.tif,https://landcover.blob.core.windows.net/chesapeake/v002/md/2015/md_100cm_2015/39076/m_3907620_sw_18_1_20150724.tif,cc6_ne
422,422,1084,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/37079/m_3707921_ne_17_1_20140707.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/37079/m_3707921_ne_17_1_20140707.tif,cc6_ne
1431,1431,293,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/37075/m_3707557_nw_18_1_20140927.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/37075/m_3707557_nw_18_1_20140927.tif,cc6_ne
234,234,1782,http://naipblobs.blob.core.windows.net/naip/v002/pa/2017/pa_100cm_2017/41077/m_4107709_sw_18_1_20170602.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2017/pa_100cm_2017/41077/m_4107709_sw_18_1_20170602.tif,cc6_ne
1349,1349,1712,http://naipblobs.blob.core.windows.net/naip/v002/pa/2017/pa_100cm_2017/41076/m_4107656_nw_18_1_20170517.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2017/pa_100cm_2017/41076/m_4107656_nw_18_1_20170517.tif,cc6_ne
97,97,12,http://naipblobs.blob.core.windows.net/naip/v002/de/2015/de_100cm_2015/38075/m_3807506_ne_18_1_20150628.tif,https://landcover.blob.core.windows.net/chesapeake/v002/de/2015/de_100cm_2015/38075/m_3807506_ne_18_1_20150628.tif,cc6_ne
540,540,1322,http://naipblobs.blob.core.windows.net/naip/v002/pa/2017/pa_100cm_2017/41075/m_4107511_nw_18_1_20170608.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2017/pa_100cm_2017/41075/m_4107511_nw_18_1_20170608.tif,cc6_ne
252,252,417,http://naipblobs.blob.core.windows.net/naip/v002/va/2016/va_100cm_2016/37076/m_3707638_sw_18_1_20160723.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2016/va_100cm_2016/37076/m_3707638_sw_18_1_20160723.tif,cc6_ne
31,31,1328,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/37080/m_3708046_se_17_1_20141025.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/37080/m_3708046_se_17_1_20141025.tif,cc6_ne
577,577,1286,http://naipblobs.blob.core.windows.net/naip/v002/ny/2013/ny_100cm_2013/43076/m_4307652_nw_18_1_20130619.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2013/ny_100cm_2013/43076/m_4307652_nw_18_1_20130619.tif,cc6_ne
1267,1267,999,http://naipblobs.blob.core.windows.net/naip/v002/pa/2015/pa_100cm_2015/40078/m_4007811_sw_17_1_20151011.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2015/pa_100cm_2015/40078/m_4007811_sw_17_1_20151011.tif,cc6_ne
1345,1345,1976,http://naipblobs.blob.core.windows.net/naip/v002/pa/2017/pa_100cm_2017/41077/m_4107758_nw_18_1_20170517.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2017/pa_100cm_2017/41077/m_4107758_nw_18_1_20170517.tif,cc6_ne
168,168,1668,http://naipblobs.blob.core.windows.net/naip/v002/pa/2015/pa_100cm_2015/41076/m_4107645_nw_18_1_20150723.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2015/pa_100cm_2015/41076/m_4107645_nw_18_1_20150723.tif,cc6_ne
515,515,628,http://naipblobs.blob.core.windows.net/naip/v002/ny/2013/ny_100cm_2013/42076/m_4207638_sw_18_1_20130604.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2013/ny_100cm_2013/42076/m_4207638_sw_18_1_20130604.tif,cc6_ne
1538,1538,1743,http://naipblobs.blob.core.windows.net/naip/v002/pa/2017/pa_100cm_2017/41076/m_4107664_ne_18_1_20170517.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2017/pa_100cm_2017/41076/m_4107664_ne_18_1_20170517.tif,cc6_ne
883,883,317,http://naipblobs.blob.core.windows.net/naip/v002/ny/2013/ny_100cm_2013/42075/m_4207520_nw_18_1_20130527.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2013/ny_100cm_2013/42075/m_4207520_nw_18_1_20130527.tif,cc6_ne
883,883,1476,http://naipblobs.blob.core.windows.net/naip/v002/pa/2017/pa_100cm_2017/41075/m_4107557_ne_18_1_20170517.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2017/pa_100cm_2017/41075/m_4107557_ne_18_1_20170517.tif,cc6_ne
1136,1136,688,http://naipblobs.blob.core.windows.net/naip/v002/va/2016/va_100cm_2016/37077/m_3707749_sw_18_1_20160620.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2016/va_100cm_2016/37077/m_3707749_sw_18_1_20160620.tif,cc6_ne
871,871,133,http://naipblobs.blob.core.windows.net/naip/v002/pa/2017/pa_100cm_2017/39077/m_3907704_se_18_1_20170509.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2017/pa_100cm_2017/39077/m_3907704_se_18_1_20170509.tif,cc6_ne
1281,1281,135,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/36077/m_3607703_se_18_1_20140814.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/36077/m_3607703_se_18_1_20140814.tif,cc6_ne
514,514,60,http://naipblobs.blob.core.windows.net/naip/v002/pa/2017/pa_100cm_2017/39076/m_3907606_nw_18_1_20170519.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2017/pa_100cm_2017/39076/m_3907606_nw_18_1_20170519.tif,cc6_ne
198,198,549,http://naipblobs.blob.core.windows.net/naip/v002/md/2015/md_100cm_2015/39076/m_3907640_sw_18_1_20150815.tif,https://landcover.blob.core.windows.net/chesapeake/v002/md/2015/md_100cm_2015/39076/m_3907640_sw_18_1_20150815.tif,cc6_ne
558,558,488,http://naipblobs.blob.core.windows.net/naip/v002/md/2017/md_100cm_2017/39076/m_3907625_se_18_1_20170609.tif,https://landcover.blob.core.windows.net/chesapeake/v002/md/2017/md_100cm_2017/39076/m_3907625_se_18_1_20170609.tif,cc6_ne
195,195,334,http://naipblobs.blob.core.windows.net/naip/v002/md/2017/md_100cm_2017/38076/m_3807645_sw_18_1_20170730.tif,https://landcover.blob.core.windows.net/chesapeake/v002/md/2017/md_100cm_2017/38076/m_3807645_sw_18_1_20170730.tif,cc6_ne
790,790,1919,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/38079/m_3807931_sw_17_1_20140827.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/38079/m_3807931_sw_17_1_20140827.tif,cc6_ne
1047,1047,313,http://naipblobs.blob.core.windows.net/naip/v002/va/2016/va_100cm_2016/37076/m_3707605_sw_18_1_20160626.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2016/va_100cm_2016/37076/m_3707605_sw_18_1_20160626.tif,cc6_ne
356,356,437,http://naipblobs.blob.core.windows.net/naip/v002/va/2016/va_100cm_2016/37076/m_3707645_se_18_1_20160723.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2016/va_100cm_2016/37076/m_3707645_se_18_1_20160723.tif,cc6_ne
83,83,230,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/37075/m_3707511_sw_18_1_20140927.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/37075/m_3707511_sw_18_1_20140927.tif,cc6_ne
462,462,1175,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/37079/m_3707943_sw_17_1_20141017.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/37079/m_3707943_sw_17_1_20141017.tif,cc6_ne
190,190,720,http://naipblobs.blob.core.windows.net/naip/v002/ny/2013/ny_100cm_2013/42076/m_4207661_sw_18_1_20130719.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2013/ny_100cm_2013/42076/m_4207661_sw_18_1_20130719.tif,cc6_ne
1398,1398,88,http://naipblobs.blob.core.windows.net/naip/v002/pa/2017/pa_100cm_2017/39076/m_3907613_nw_18_1_20170519.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2017/pa_100cm_2017/39076/m_3907613_nw_18_1_20170519.tif,cc6_ne
384,384,1241,http://naipblobs.blob.core.windows.net/naip/v002/pa/2015/pa_100cm_2015/40079/m_4007929_sw_17_1_20150908.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2015/pa_100cm_2015/40079/m_4007929_sw_17_1_20150908.tif,cc6_ne
1015,1015,1731,http://naipblobs.blob.core.windows.net/naip/v002/pa/2015/pa_100cm_2015/41076/m_4107661_ne_18_1_20150723.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2015/pa_100cm_2015/41076/m_4107661_ne_18_1_20150723.tif,cc6_ne
606,606,1465,http://naipblobs.blob.core.windows.net/naip/v002/va/2016/va_100cm_2016/38077/m_3807713_sw_18_1_20160711.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2016/va_100cm_2016/38077/m_3807713_sw_18_1_20160711.tif,cc6_ne
256,256,260,http://naipblobs.blob.core.windows.net/naip/v002/wv/2014/wv_100cm_2014/38079/m_3807937_nw_17_1_20141027.tif,https://landcover.blob.core.windows.net/chesapeake/v002/wv/2014/wv_100cm_2014/38079/m_3807937_nw_17_1_20141027.tif,cc6_ne
1285,1285,448,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/37076/m_3707649_se_18_1_20140526.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/37076/m_3707649_se_18_1_20140526.tif,cc6_ne
836,836,1156,http://naipblobs.blob.core.windows.net/naip/v002/va/2016/va_100cm_2016/37079/m_3707939_ne_17_1_20160418.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2016/va_100cm_2016/37079/m_3707939_ne_17_1_20160418.tif,cc6_ne
1401,1401,736,http://naipblobs.blob.core.windows.net/naip/v002/pa/2017/pa_100cm_2017/40077/m_4007710_ne_18_1_20170509.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2017/pa_100cm_2017/40077/m_4007710_ne_18_1_20170509.tif,cc6_ne
61,61,147,http://naipblobs.blob.core.windows.net/naip/v002/de/2017/de_100cm_2017/39075/m_3907545_se_18_1_20170720.tif,https://landcover.blob.core.windows.net/chesapeake/v002/de/2017/de_100cm_2017/39075/m_3907545_se_18_1_20170720.tif,cc6_ne
312,312,26,http://naipblobs.blob.core.windows.net/naip/v002/wv/2014/wv_100cm_2014/37080/m_3708008_sw_17_1_20141025.tif,https://landcover.blob.core.windows.net/chesapeake/v002/wv/2014/wv_100cm_2014/37080/m_3708008_sw_17_1_20141025.tif,cc6_ne
915,915,1227,http://naipblobs.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/43075/m_4307554_sw_18_1_20170911.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2017/ny_100cm_2017/43075/m_4307554_sw_18_1_20170911.tif,cc6_ne
196,196,869,http://naipblobs.blob.core.windows.net/naip/v002/md/2017/md_100cm_2017/39079/m_3907931_se_17_1_20170719.tif,https://landcover.blob.core.windows.net/chesapeake/v002/md/2017/md_100cm_2017/39079/m_3907931_se_17_1_20170719.tif,cc6_ne
44,44,521,http://naipblobs.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/42076/m_4207608_sw_18_1_20171002.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2017/ny_100cm_2017/42076/m_4207608_sw_18_1_20171002.tif,cc6_ne
878,878,1126,http://naipblobs.blob.core.windows.net/naip/v002/pa/2017/pa_100cm_2017/40078/m_4007843_se_17_1_20171001.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2017/pa_100cm_2017/40078/m_4007843_se_17_1_20171001.tif,cc6_ne
377,377,1129,http://naipblobs.blob.core.windows.net/naip/v002/ny/2013/ny_100cm_2013/43075/m_4307516_se_18_1_20130620.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2013/ny_100cm_2013/43075/m_4307516_se_18_1_20130620.tif,cc6_ne
440,440,567,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/37077/m_3707719_se_18_1_20140814.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/37077/m_3707719_se_18_1_20140814.tif,cc6_ne
631,631,1704,http://naipblobs.blob.core.windows.net/naip/v002/va/2016/va_100cm_2016/38078/m_3807815_ne_17_1_20160718.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2016/va_100cm_2016/38078/m_3807815_ne_17_1_20160718.tif,cc6_ne
887,887,1137,http://naipblobs.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/43075/m_4307530_sw_18_1_20170911.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2017/ny_100cm_2017/43075/m_4307530_sw_18_1_20170911.tif,cc6_ne
893,893,497,http://naipblobs.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/42076/m_4207601_sw_18_1_20171018.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2017/ny_100cm_2017/42076/m_4207601_sw_18_1_20171018.tif,cc6_ne
471,471,483,http://naipblobs.blob.core.windows.net/naip/v002/md/2017/md_100cm_2017/39076/m_3907624_nw_18_1_20170611.tif,https://landcover.blob.core.windows.net/chesapeake/v002/md/2017/md_100cm_2017/39076/m_3907624_nw_18_1_20170611.tif,cc6_ne
1573,1573,259,http://naipblobs.blob.core.windows.net/naip/v002/pa/2015/pa_100cm_2015/39078/m_3907816_ne_17_1_20150524.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2015/pa_100cm_2015/39078/m_3907816_ne_17_1_20150524.tif,cc6_ne
1158,1158,976,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/37078/m_3707858_ne_17_1_20140814.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/37078/m_3707858_ne_17_1_20140814.tif,cc6_ne
1092,1092,441,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/37076/m_3707646_se_18_1_20140701.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/37076/m_3707646_se_18_1_20140701.tif,cc6_ne
314,314,438,http://naipblobs.blob.core.windows.net/naip/v002/md/2017/md_100cm_2017/39075/m_3907549_sw_18_1_20170709.tif,https://landcover.blob.core.windows.net/chesapeake/v002/md/2017/md_100cm_2017/39075/m_3907549_sw_18_1_20170709.tif,cc6_ne
900,900,986,http://naipblobs.blob.core.windows.net/naip/v002/pa/2017/pa_100cm_2017/40078/m_4007808_se_17_1_20171004.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2017/pa_100cm_2017/40078/m_4007808_se_17_1_20171004.tif,cc6_ne
35,35,776,http://naipblobs.blob.core.windows.net/naip/v002/va/2016/va_100cm_2016/37078/m_3707808_ne_17_1_20160620.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2016/va_100cm_2016/37078/m_3707808_ne_17_1_20160620.tif,cc6_ne
663,663,1206,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/37079/m_3707951_sw_17_1_20141017.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/37079/m_3707951_sw_17_1_20141017.tif,cc6_ne
445,445,769,http://naipblobs.blob.core.windows.net/naip/v002/ny/2013/ny_100cm_2013/42077/m_4207710_ne_18_1_20130620.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2013/ny_100cm_2013/42077/m_4207710_ne_18_1_20130620.tif,cc6_ne
442,442,1243,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/37079/m_3707964_nw_17_1_20140706.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/37079/m_3707964_nw_17_1_20140706.tif,cc6_ne
1180,1180,590,http://naipblobs.blob.core.windows.net/naip/v002/va/2016/va_100cm_2016/37077/m_3707725_nw_18_1_20160718.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2016/va_100cm_2016/37077/m_3707725_nw_18_1_20160718.tif,cc6_ne
1043,1043,1203,http://naipblobs.blob.core.windows.net/naip/v002/pa/2017/pa_100cm_2017/40078/m_4007862_sw_17_1_20170602.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2017/pa_100cm_2017/40078/m_4007862_sw_17_1_20170602.tif,cc6_ne
525,525,816,http://naipblobs.blob.core.windows.net/naip/v002/md/2015/md_100cm_2015/39078/m_3907824_ne_17_1_20150722.tif,https://landcover.blob.core.windows.net/chesapeake/v002/md/2015/md_100cm_2015/39078/m_3907824_ne_17_1_20150722.tif,cc6_ne
1144,1144,580,http://naipblobs.blob.core.windows.net/naip/v002/pa/2015/pa_100cm_2015/40076/m_4007635_ne_18_1_20150522.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2015/pa_100cm_2015/40076/m_4007635_ne_18_1_20150522.tif,cc6_ne
852,852,1139,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/37079/m_3707934_sw_17_1_20141017.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/37079/m_3707934_sw_17_1_20141017.tif,cc6_ne
914,914,1703,http://naipblobs.blob.core.windows.net/naip/v002/pa/2015/pa_100cm_2015/41076/m_4107654_ne_18_1_20150529.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2015/pa_100cm_2015/41076/m_4107654_ne_18_1_20150529.tif,cc6_ne
336,336,226,http://naipblobs.blob.core.windows.net/naip/v002/wv/2016/wv_100cm_2016/38079/m_3807926_sw_17_1_20160921.tif,https://landcover.blob.core.windows.net/chesapeake/v002/wv/2016/wv_100cm_2016/38079/m_3807926_sw_17_1_20160921.tif,cc6_ne
696,696,518,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/37077/m_3707707_nw_18_1_20140826.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/37077/m_3707707_nw_18_1_20140826.tif,cc6_ne
1311,1311,1129,http://naipblobs.blob.core.windows.net/naip/v002/pa/2015/pa_100cm_2015/40078/m_4007844_nw_17_1_20150814.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2015/pa_100cm_2015/40078/m_4007844_nw_17_1_20150814.tif,cc6_ne
1190,1190,1083,http://naipblobs.blob.core.windows.net/naip/v002/va/2016/va_100cm_2016/37079/m_3707920_sw_17_1_20160417.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2016/va_100cm_2016/37079/m_3707920_sw_17_1_20160417.tif,cc6_ne
561,561,708,http://naipblobs.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/42076/m_4207658_sw_18_1_20171018.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2017/ny_100cm_2017/42076/m_4207658_sw_18_1_20171018.tif,cc6_ne
161,161,280,http://naipblobs.blob.core.windows.net/naip/v002/md/2017/md_100cm_2017/38076/m_3807631_se_18_1_20170709.tif,https://landcover.blob.core.windows.net/chesapeake/v002/md/2017/md_100cm_2017/38076/m_3807631_se_18_1_20170709.tif,cc6_ne
3,3,444,http://naipblobs.blob.core.windows.net/naip/v002/wv/2014/wv_100cm_2014/39078/m_3907830_sw_17_1_20141027.tif,https://landcover.blob.core.windows.net/chesapeake/v002/wv/2014/wv_100cm_2014/39078/m_3907830_sw_17_1_20141027.tif,cc6_ne
59,59,293,http://naipblobs.blob.core.windows.net/naip/v002/wv/2014/wv_100cm_2014/38080/m_3808022_ne_17_1_20141026.tif,https://landcover.blob.core.windows.net/chesapeake/v002/wv/2014/wv_100cm_2014/38080/m_3808022_ne_17_1_20141026.tif,cc6_ne
163,163,223,http://naipblobs.blob.core.windows.net/naip/v002/md/2015/md_100cm_2015/38076/m_3807615_nw_18_1_20150815.tif,https://landcover.blob.core.windows.net/chesapeake/v002/md/2015/md_100cm_2015/38076/m_3807615_nw_18_1_20150815.tif,cc6_ne
360,360,344,http://naipblobs.blob.core.windows.net/naip/v002/va/2016/va_100cm_2016/37076/m_3707615_nw_18_1_20160626.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2016/va_100cm_2016/37076/m_3707615_nw_18_1_20160626.tif,cc6_ne
1433,1433,726,http://naipblobs.blob.core.windows.net/naip/v002/va/2016/va_100cm_2016/37077/m_3707759_nw_18_1_20160620.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2016/va_100cm_2016/37077/m_3707759_nw_18_1_20160620.tif,cc6_ne
738,738,1263,http://naipblobs.blob.core.windows.net/naip/v002/ny/2013/ny_100cm_2013/43075/m_4307563_sw_18_1_20130620.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2013/ny_100cm_2013/43075/m_4307563_sw_18_1_20130620.tif,cc6_ne
848,848,2027,http://naipblobs.blob.core.windows.net/naip/v002/pa/2017/pa_100cm_2017/41078/m_4107807_se_17_1_20170603.tif,https://landcover.blob.core.windows.net/chesapeake/v002/pa/2017/pa_100cm_2017/41078/m_4107807_se_17_1_20170603.tif,cc6_ne
903,903,23,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/36076/m_3607604_ne_18_1_20140701.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/36076/m_3607604_ne_18_1_20140701.tif,cc6_ne
506,506,1220,http://naipblobs.blob.core.windows.net/naip/v002/va/2014/va_100cm_2014/37079/m_3707955_nw_17_1_20140707.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2014/va_100cm_2014/37079/m_3707955_nw_17_1_20140707.tif,cc6_ne
822,822,1051,http://naipblobs.blob.core.windows.net/naip/v002/va/2016/va_100cm_2016/37079/m_3707912_sw_17_1_20160417.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2016/va_100cm_2016/37079/m_3707912_sw_17_1_20160417.tif,cc6_ne
319,319,469,http://naipblobs.blob.core.windows.net/naip/v002/wv/2016/wv_100cm_2016/39078/m_3907837_ne_17_1_20160905.tif,https://landcover.blob.core.windows.net/chesapeake/v002/wv/2016/wv_100cm_2016/39078/m_3907837_ne_17_1_20160905.tif,cc6_ne
74,74,25,http://naipblobs.blob.core.windows.net/naip/v002/de/2017/de_100cm_2017/38075/m_3807513_nw_18_1_20170720.tif,https://landcover.blob.core.windows.net/chesapeake/v002/de/2017/de_100cm_2017/38075/m_3807513_nw_18_1_20170720.tif,cc6_ne
46,46,2065,http://naipblobs.blob.core.windows.net/naip/v002/va/2016/va_100cm_2016/39077/m_3907757_sw_18_1_20160711.tif,https://landcover.blob.core.windows.net/chesapeake/v002/va/2016/va_100cm_2016/39077/m_3907757_sw_18_1_20160711.tif,cc6_ne
120,120,1169,http://naipblobs.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/43075/m_4307539_sw_18_1_20170911.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2017/ny_100cm_2017/43075/m_4307539_sw_18_1_20170911.tif,cc6_ne
330,330,567,http://naipblobs.blob.core.windows.net/naip/v002/md/2017/md_100cm_2017/39076/m_3907645_nw_18_1_20170611.tif,https://landcover.blob.core.windows.net/chesapeake/v002/md/2017/md_100cm_2017/39076/m_3907645_nw_18_1_20170611.tif,cc6_ne
411,411,425,http://naipblobs.blob.core.windows.net/naip/v002/ny/2017/ny_100cm_2017/42075/m_4207547_nw_18_1_20171002.tif,https://landcover.blob.core.windows.net/chesapeake/v002/ny/2017/ny_100cm_2017/42075/m_4207547_nw_18_1_20171002.tif,cc6_ne
